P04710	-0.120687000	 1.100280000	 5.68029e-01	 1.039740000	-0.530611000	-0.453086000	-0.479935000	 0.167675000	-0.25124100	 0.895483000	 0.43327300	 1.020380000	-0.202727000	-1.40662e-01	 3.64249e-02	-0.267934000	-1.68549e-01	-0.135404000	-3.35282e-01	-0.268591000	-0.902067000	-0.443000000	-0.751922000	-0.644632000	-0.922542000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P18238	-1.997280000	-2.462320000	-2.56061e+00	-4.378380000	-1.324770000	-1.784590000	-1.832800000	-2.080280000	-2.31342000	-2.800800000	-2.52534000	-2.610280000	-1.030720000	-9.10993e-01	-7.28942e-01	-0.775701000	-7.38179e-01	-0.804368000	-8.21075e-01	-0.666091000	 1.855780000	 1.781440000	 1.652470000	 1.686340000	 1.644640000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P47182	 0.153529000	 0.418002000	 4.92066e-01	 0.044111800	-0.165960000	 0.044405900	 0.143705000	 0.111831000	 0.07641750	-0.043795300	 0.37788400	-0.029459800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P42884	-0.299033000	-0.811336000	-3.26872e-01	-0.456224000	-0.625224000	-0.731625000	-0.639053000	-0.584182000	-0.57440100	-0.811476000	-0.32562800	-0.749238000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q08361	-3.524070000	-3.385370000	-3.38829e+00	-3.231590000	-2.897080000	-3.223250000	-3.192830000	-3.658800000	-3.13550000	-3.362160000	-2.59868000	-3.643610000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q02895	0	0	0	0	0	0	0	0	0	0	0	0	-1.894230000	-2.09946e+00	-1.88409e+00	-1.953100000	-1.82455e+00	-1.916320000	-1.84196e+00	-1.776720000	-2.874500000	-2.578140000	-2.513940000	-2.687070000	-2.764080000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P25612	-1.011810000	-1.178080000	-1.33480e+00	-1.121760000	-0.798199000	-0.993046000	-1.121250000	-0.670873000	-0.97977400	-1.218230000	-1.34386000	-1.080530000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q07747	-0.593747000	-1.062400000	-4.90877e-01	-0.266630000	-0.816444000	-1.096090000	-0.943099000	-0.879094000	-0.68361900	-1.210000000	-0.42112900	-1.040590000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P43547	-0.280296000	-0.363710000	-2.83122e-01	-0.093202000	-0.238889000	-0.516799000	-0.636795000	-0.513768000	-0.28139300	-0.547821000	-0.40561300	-0.411337000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P53909	-0.990336000	 0.104321000	-1.93414e-01	-0.360274000	-0.548563000	 0.266203000	 0.352660000	 0.077346600	-1.07201000	-0.171496000	-0.13408200	-0.116107000	 0.717315000	 4.04866e-01	 9.91434e-02	 0.042715800	 6.29717e-01	 0.576292000	 1.32837e-01	 0.031387300	 0.723433000	 0.782391000	 0.411844000	 0.478692000	 1.072370000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
